Id,Class,split,image,unknown_ratio,quality,pixel_sha256
1ckp5Ye83yzjIilWQCfm,1,train,images/train/class_1/1ckp5Ye83yzjIilWQCfm.png,0.021532,normal,673ab9a3cbf0ec303e0c6e97e44a246d27595132707b58c9e1a6de9245e87497
1esMpo6SAPHiTUGEb3Bt,8,train,images/train/class_8/1esMpo6SAPHiTUGEb3Bt.png,0.070943,normal,9b8b526ae3e992d879d342ca9160e117c1b0a27b1be33f3b6d5b8613b14b9934
1gQDa4l9cNBbkO7n5IY0,1,train,images/train/class_1/1gQDa4l9cNBbkO7n5IY0.png,0.058937,normal,174306de335837fd0aa310b4d82726aa6682bb2b799aad1152ec9ca9019998f8
1i2SThtkCGEplHeoJxqI,6,train,images/train/class_6/1i2SThtkCGEplHeoJxqI.png,0.011839,normal,89e5b1cd2166be29e17aa0de96d3de0ef60eebc4e63d8de9e54567b54a6fc153
1iWTJCzlSZgempU2xf04,7,test,images/test/class_7/1iWTJCzlSZgempU2xf04.png,0.991189,review,60cb4e5c164b730c9acc757385b0a6487089495f8b7d5c2b9b798715e402f7b3
1jinhWv67o4ODebAw5Q2,7,train,images/train/class_7/1jinhWv67o4ODebAw5Q2.png,0.99242,review,991ec1622bef9bfb808ae4bcd7fc3deeb91a29a7ede1f32af97f0c1ffc4ba713
1nLqk0H5NYdR4OiJ6mob,7,train,images/train/class_7/1nLqk0H5NYdR4OiJ6mob.png,0.99242,review,eedc064238445d3d9bebe538b16616bb14cfa6e78851632f80ab933c79db7ce4
1rbXZBI9R3EleQDH74Sk,2,train,images/train/class_2/1rbXZBI9R3EleQDH74Sk.png,0.134465,normal,3ce137a90a13c94f7148eed8cbb1bae07d38dbfd77fc571ee3730d722a685845
1sOzen4EwI3a2UkSJmT5,8,train,images/train/class_8/1sOzen4EwI3a2UkSJmT5.png,0.067446,normal,bd96cb594aa847ab0f77b2b1786bf557beaa2e0548a039eb1e15cc9d1177dde0
1uCWzmkyoKRNPS4XHcnf,3,train,images/train/class_3/1uCWzmkyoKRNPS4XHcnf.png,0.661561,caution,a31369cbe725b1546056eb6012a6b7d52eadefcd056e18a1ec93a02713f34025
279EOCqmnPGMfixzTuwJ,3,train,images/train/class_3/279EOCqmnPGMfixzTuwJ.png,0.635993,caution,3344c9946a7f7ba92f3caf0179345a0cf14cae55990cffefe724f1711da99e37
283STBsQaI7Pw9qf0tjy,2,val,images/val/class_2/283STBsQaI7Pw9qf0tjy.png,0.154925,normal,ed34765aab5a95b994f6364da51b428e0a6568b0ae550cbc1ad642bf8b4dbae0
2ITFtqynN5lOsP378RaC,3,train,images/train/class_3/2ITFtqynN5lOsP378RaC.png,0.655661,caution,d63449422ea7794f452152896e85758b93a825a4d2a36cbc116fa17000f3b282
2O8w7LMDfCgRhnvNuetV,2,test,images/test/class_2/2O8w7LMDfCgRhnvNuetV.png,0.002713,normal,20ba72ce30d3ea9c4251901aad84db0f8a630c6ffb017ffb70d2f4e689ed672d
2SWx845krYqTjzQGstVZ,8,train,images/train/class_8/2SWx845krYqTjzQGstVZ.png,0.583425,caution,5ba31fce67d86dfb805a24d14353a06593ea26b0b9468736dd49069c4a76fabe
2UBy1ZDIiOxJHNnX35Mf,7,val,images/val/class_7/2UBy1ZDIiOxJHNnX35Mf.png,0.992462,review,78e9725c0d030cdabb4fd16168c35df7902e055329ed489b2246abf7ae00858f
2VhINMP4oKmsnjZkY38U,4,train,images/train/class_4/2VhINMP4oKmsnjZkY38U.png,0.45552,normal,14c68c878e97dc259d314731fcaa81b8153d460fa11d5cdacba67c7b2289f075
2XoqdSMTgrZKACjPynfW,3,train,images/train/class_3/2XoqdSMTgrZKACjPynfW.png,0.636649,caution,2739c80137c9d36dc685b7d5e91747d6e65de5382aa7983fadbbce4c7c4e6be5
2aHfrLhcPTj5GnFZXUCN,5,train,images/train/class_5/2aHfrLhcPTj5GnFZXUCN.png,0.750901,caution,d859348e9813ba04b1bb9d4f53d5cd2ccc2cd46a8f8a457c8988300efea1635f
2bZlmksaBHeNDVnf9PRx,8,train,images/train/class_8/2bZlmksaBHeNDVnf9PRx.png,0.067446,normal,76514fa82f9d0dfd03faa6bbc58274b7749f08d393165c8af78452472854a5ac
2fmDnKjO0Ev1VYc4MhPs,3,test,images/test/class_3/2fmDnKjO0Ev1VYc4MhPs.png,0.638374,caution,5c25a07d6bd28abfa193c3c5462d86e5d744207acb9095ad43843fc622c78b35
2g4C03AeqoZR6ctiF1Qr,4,train,images/train/class_4/2g4C03AeqoZR6ctiF1Qr.png,0.549255,caution,0632598b58044c4439dd433d56f370f308258bbeb353ebe6a74385c6962e0090
2g9xU7Md0IsoLb5f4QPR,6,train,images/train/class_6/2g9xU7Md0IsoLb5f4QPR.png,0.001245,normal,d112d15ab3f59a40182a2f3e15582d2f9b409ccdf5152f27c737a7927f00fed5
2i5N9Ftj3xoySflKzbAC,9,val,images/val/class_9/2i5N9Ftj3xoySflKzbAC.png,0.68758,caution,1a1fc1b391b74df403be212c4ee121aaede694b190530ab66b8858268dcefc43
2mYSX6J9Dd5lkpLuNMc8,4,train,images/train/class_4/2mYSX6J9Dd5lkpLuNMc8.png,0.54486,caution,47001d1e447fae988e3c10a3611996f0822846dd62fe96c09fbaa17dbe7f957e
2naY3OZxS1g8HTqE07ew,9,val,images/val/class_9/2naY3OZxS1g8HTqE07ew.png,0.000952,normal,6337f730bb9e65364335aeb3ec43bd3313aa1c30073505a545cef554ed36e1ad
2oM4SOUtRKpCVxlXEmeN,3,train,images/train/class_3/2oM4SOUtRKpCVxlXEmeN.png,0.636867,caution,d8b1869ff0f46a48563157ec52ad40b0f1f8e927fb8a514df07cde86b1bbd100
2pwjzv6eGEb8QmHPfxSc,5,train,images/train/class_5/2pwjzv6eGEb8QmHPfxSc.png,0.215459,normal,39c438ca6fdf7da472019de7930ebfe90c3b03e41d0b8149bacf432257c80b53
2qAtoGOuMQZdmH3y7bEY,5,train,images/train/class_5/2qAtoGOuMQZdmH3y7bEY.png,0.818276,caution,4004ab5a0922ab9cef9cb42e32304edd7e474d5e4a206e825a6d678786ab2f28
2r0UYLcKCxnRovpj5dlQ,7,train,images/train/class_7/2r0UYLcKCxnRovpj5dlQ.png,0.002474,review,148e20e9683e12b5728d500a935f1c329fdf128384e6bf74a68a3b94e205d2ec
2wyvEnXdNFbxaAWr1Dok,8,train,images/train/class_8/2wyvEnXdNFbxaAWr1Dok.png,0.644374,caution,3af090e62eb166e594b452060dcb3eae65868461ad035202e5112cebad4c9b9c
2xlhAE5LO8RFfczB6ep3,7,val,images/val/class_7/2xlhAE5LO8RFfczB6ep3.png,0.99242,review,7cd36e1437f63a92656982f435796356f03c476ef7ea0f357232a4d9b8307e3b
2xysDc6OgM8z9KJ0A43P,8,train,images/train/class_8/2xysDc6OgM8z9KJ0A43P.png,0.727894,caution,b048544fb39b3e13dc86d719372bbb90f98f27bfd38ef8e9f387751ba22a4d66
2zsVAYPQrf3GFoD5JhC0,3,train,images/train/class_3/2zsVAYPQrf3GFoD5JhC0.png,0.485961,normal,dd29ed4a0cce33add0bb9911dcde277973e6c7d18dfd524b286e031aa6cc7af1
31lyTKsufPDUhgebwzQm,3,train,images/train/class_3/31lyTKsufPDUhgebwzQm.png,0.637086,caution,54d14784ab8e3e25509a95f9138910ae2547a8cdce3a6c87b5c98b2dbbe09574
35dbDR8KSIwZNAPlcgTi,7,val,images/val/class_7/35dbDR8KSIwZNAPlcgTi.png,0.994799,review,7211b803e1f49ec4ecbe72132abf3c205fd9e883b6613e22737da68dbc6355f7
36mPaSFkA7gVLnCbhqTt,8,train,images/train/class_8/36mPaSFkA7gVLnCbhqTt.png,0.070943,normal,36fd2854805bcc47f8bf68d1b211d8c065cc8c1409c45f09f33123ba7cc75aa0
36zPKsYmJc8wOiEqStFN,2,train,images/train/class_2/36zPKsYmJc8wOiEqStFN.png,0.004642,normal,e78b50a643d68f59847961e6d316588f6747cfadfa0627ed81113b5143b51a53
39YX8jkenM2UHOvCRDq5,9,train,images/train/class_9/39YX8jkenM2UHOvCRDq5.png,0.0065,normal,df4d5563af56bd60b830fcd5fc8e01ce83bf684d59c881036f2c1c0eba57ae34
3AnwI4dqXDW8PQ7ijCKm,1,train,images/train/class_1/3AnwI4dqXDW8PQ7ijCKm.png,0.154134,normal,b78c5dc0c96cc5d596b2a8863c2523a386ab33b7b56f1b9d669f8b8d9da4a91b
3ESs1rk0uyp9wlGgFaKj,9,train,images/train/class_9/3ESs1rk0uyp9wlGgFaKj.png,0.006781,normal,0e199b234f2bb0735ce12d0101033a9dea48b8a5504be918243a97201bfa92af
3Fc2OQgjnfUebXqh5HWp,8,test,images/test/class_8/3Fc2OQgjnfUebXqh5HWp.png,0.070943,normal,808066779e5b10683cc7e6a591b01ad988f87ee49f0a21d3f5b648705706d4db
3Fq0zG8mAv7H6O9nSyuj,2,train,images/train/class_2/3Fq0zG8mAv7H6O9nSyuj.png,0.002983,normal,51327895e07282f024bdf9ea7f4752313708a2bee050e06ce4a90ff4fac2e743
3Fv8npJNEqWBSmi6OxXw,3,train,images/train/class_3/3Fv8npJNEqWBSmi6OxXw.png,0.635993,caution,d5edd4272cbd618c5d3dd1f5ef570605ad7b09bff5fd3a19faa91ab939ef0ef9
3FzBIgOhHKlnYspCXWLa,3,test,images/test/class_3/3FzBIgOhHKlnYspCXWLa.png,0.637741,caution,82472a3621bb190c7bafd9d627405d386f7e400ececeba506ea87029a5fe296d
3OnykHo5geP1NAf6WVIw,9,train,images/train/class_9/3OnykHo5geP1NAf6WVIw.png,0.00039,normal,71ba4435586ea353f23e817feafee49157a9083cfe9afd352dc0227482684c24
3Q8Wvm1ceyOhSajNdCUb,4,train,images/train/class_4/3Q8Wvm1ceyOhSajNdCUb.png,0.558451,caution,3447042ebcd6935d4931030c7eb19c0238aa9dd6a23395a4c76e1826b3f7d958
3RiBw0ntobeCh5VEQrY1,4,train,images/train/class_4/3RiBw0ntobeCh5VEQrY1.png,0.387673,normal,de1186e3dde71880f8b31b895000f6eb359fa07364081a6f863bb06720bf6ab1
3dstJNajYRkxEV4g0nA6,3,test,images/test/class_3/3dstJNajYRkxEV4g0nA6.png,0.635993,caution,a6cde74f3e7797daa6c8ba8cf7093cb4a7bd8e4a75c2561681669c53e0053978
3f0X7rvJBx4RQSbUcT15,2,train,images/train/class_2/3f0X7rvJBx4RQSbUcT15.png,0.006802,normal,0bdcad23ce0b85b0947fa74680d4d14fd76e164d4e200d518a102ff20f9bbb99
3m8kb5ILPrHcMC1o9Nht,5,train,images/train/class_5/3m8kb5ILPrHcMC1o9Nht.png,0.788182,caution,b33826677eeaff332bd775386d1b92e38f00e2830b4a2a4a00c4a0444e560ed6
3mpsxg2FODqCAXHbMKPi,7,train,images/train/class_7/3mpsxg2FODqCAXHbMKPi.png,0.99151,review,c3ff204ad4042ae70f7e2f0dee7b0c46ff5e5b3ecf131e35e60945ae0dfd83e8
3x9R8E6Gv5JhDda2eoq4,3,train,images/train/class_3/3x9R8E6Gv5JhDda2eoq4.png,0.638374,caution,7caba040de0456d5b27158780c4886d669645555c181259c7cdfbb4eb1ea4e10
3yHaDhqlkp67fzMQAgxc,1,train,images/train/class_1/3yHaDhqlkp67fzMQAgxc.png,0.042471,normal,eb6f031129e62cd328f116870c44028e762e69f352ed88715842a97e5b8d32e9
3zZpqyclD9B2v5Qas18m,5,train,images/train/class_5/3zZpqyclD9B2v5Qas18m.png,0.897407,caution,895adce051a5f7fb5e212f1aba10723b87a921c6657b90028bf65314462012ba
40KRbGeQZ8PwcUgt5joa,5,train,images/train/class_5/40KRbGeQZ8PwcUgt5joa.png,0.51271,caution,5e13cec5e5f96d5e3fec86915e222313ebff65a3a29b91b03418031d300aadd6
40Mg1k2UlPuQcsEotIej,9,train,images/train/class_9/40Mg1k2UlPuQcsEotIej.png,0.007614,normal,5317079f28093cdb158a5b41a847b73c5516befa26d7669071168c328ddcb429
4AuqM30HyOajgr8SleRL,4,val,images/val/class_4/4AuqM30HyOajgr8SleRL.png,0.540058,caution,b4789cba91259f65af1010315e1f67a6264bc29640b0b7b17be6ba1ca1db9711
4EkPyotphi7jl8g3r2JH,8,train,images/train/class_8/4EkPyotphi7jl8g3r2JH.png,0.067446,normal,5cec8fcee96d789a2a4a93f0ebda0a19dc5d0c4682b87faf1f05cde9f697ded5
4Eo8QvuZFWCBR6i0rhs7,7,train,images/train/class_7/4Eo8QvuZFWCBR6i0rhs7.png,0.99242,review,9a6f7c0d78e03cab428ca06df31badc40654c0e5b2398b3e65bebc85b59c83c7
4FdKAHtfpGS1hCjgyNJo,8,train,images/train/class_8/4FdKAHtfpGS1hCjgyNJo.png,0.070943,normal,20594cb92a23d4fff3bb4dfb65337ada7b8dfcfa9cc6002816ba53e69b2a9f4f
4GUJ7HBXO8I56WyRSMQd,4,val,images/val/class_4/4GUJ7HBXO8I56WyRSMQd.png,0.535293,caution,538b2c76cde41919d95a2bceb5666c1df23fffc3418b8155079679950b561fcb
4PIo3NbSDfGxFc8gQ9M0,6,train,images/train/class_6/4PIo3NbSDfGxFc8gQ9M0.png,0.035241,normal,75bf010c7913507ffad1149e9f0520f42d39c11dc2fbccec8f4c495096507b61
4UTMdcZkxzLvwygO8EuK,5,train,images/train/class_5/4UTMdcZkxzLvwygO8EuK.png,0.885421,caution,4af579ea1719c65dc2452d3ed68620240d40cead3eaab0faca7399ea984f5459
4YUVqM7twOzoH2ABPJIi,7,train,images/train/class_7/4YUVqM7twOzoH2ABPJIi.png,0.992018,review,3e69b6c43906eb40e10b6193f000189f08b1bf9beb312cd4bc8c286f8ab719f6
4ZVUhT8gufvReG2XS51w,8,train,images/train/class_8/4ZVUhT8gufvReG2XS51w.png,0.070943,normal,99d69746fe0f6f93ec34be59799d777f75bd073ceaf275f07b6785adf8303a56
4aMbnHlA9es8vKmOFR2Z,4,train,images/train/class_4/4aMbnHlA9es8vKmOFR2Z.png,0.273682,normal,5f509ce234d4ee636a0f4e6c63f03fce61d233792160de22019139e1f98c5989
4g2UZv3nOGWbTCiptDsQ,1,train,images/train/class_1/4g2UZv3nOGWbTCiptDsQ.png,0.002287,normal,4ca21dc546ff4a686cd51b701746ec0770ef5a5f7182ea6fe12d22edcbdfefc7
4j5ZXQI3ghezluq1snEp,4,train,images/train/class_4/4j5ZXQI3ghezluq1snEp.png,0.289347,normal,2ba282309844317020fc9f2189731670314f0c7cc98faca27081ff5c8fffd967
4ng9zuri2Dtm5H8INwxF,9,test,images/test/class_9/4ng9zuri2Dtm5H8INwxF.png,0.002495,normal,155dd5f783a88a8318ff062c2d1499b2b4a43cbd1e75102f789c26aa3e5b5e30
4pLtjmWkx3OYwiADERhg,2,train,images/train/class_2/4pLtjmWkx3OYwiADERhg.png,0.00944,normal,d6d2fe6e375c59bef0c605bfe9ffd4e434e7c6523d60c201a060cd711df76fb9
4suKxkVWNqFQZLB5UfXD,4,train,images/train/class_4/4suKxkVWNqFQZLB5UfXD.png,0.542484,caution,f749081836e1048f17787d300f9e7a8a52b1b09658dfe39b74595ba9b4c80e89
4txzUmCskIHWrpBgLZM0,3,test,images/test/class_3/4txzUmCskIHWrpBgLZM0.png,0.638374,caution,f894940dacf52af93640ebe484c140e0f729d4dba45ec0e7888d0fcb4fce9e9d
4vawJkZpDqzSU0FrANOm,3,train,images/train/class_3/4vawJkZpDqzSU0FrANOm.png,0.636212,caution,df0991e3e58c363a894f0435b56b912a8f957e911aeced08b4104173c663edb9
52HWtsPqbBSn0awgkhTe,8,val,images/val/class_8/52HWtsPqbBSn0awgkhTe.png,0.067446,normal,4b392fa705948ee399841f26e5e0bc6fda2ccacf2b0d4231b5d8836146d75896
57Y1sP8cgERT6OQyCJjN,9,train,images/train/class_9/57Y1sP8cgERT6OQyCJjN.png,0.022654,normal,223ff56ccff6cec36c119b12adb25b371ef33dc8f4cd9572a3a8389e0bae262a
57aolZC6XSxqr2HiGsfV,7,val,images/val/class_7/57aolZC6XSxqr2HiGsfV.png,0.99242,review,6e68b1950191713d027a0cd469b57701d427c04c593189f4ef6818bc72142713
57v6nKMC8lhLV34je2RW,2,train,images/train/class_2/57v6nKMC8lhLV34je2RW.png,0.005455,normal,9f7bac6a1d6033a0e40f6f933af275844582af3cf81f1c99b849f32208738c9c
58BJu4mOfakNI1n9jKDV,2,train,images/train/class_2/58BJu4mOfakNI1n9jKDV.png,0.002737,normal,9af6aa767726ae2214c2b6efefda219871a00b461800671078e5f104dd693bef
5EVhC0IMi1dNb7TtgxRa,7,train,images/train/class_7/5EVhC0IMi1dNb7TtgxRa.png,0.994799,review,b413fa89015ff294180b595c5efe5f8a55f2168a011eec67cc68233b455c0a1c
5FPfjxgv1adyEpBKGRqN,2,train,images/train/class_2/5FPfjxgv1adyEpBKGRqN.png,0.007279,normal,be70d7bab7fc7537b140847d47e8bffb48bbdbe6e6f075eda19e018d201e3d59
5JLHiDhkzyYPdTeuMqXb,4,train,images/train/class_4/5JLHiDhkzyYPdTeuMqXb.png,0.467582,normal,258eee1bf389a0465863074feedfe9ed02bcb0055d21e454908c74ff1c402a6b
5KZSxj8gGDcdu1bs0v76,1,train,images/train/class_1/5KZSxj8gGDcdu1bs0v76.png,0.01254,normal,c804ad8151372fb8a5d1c82e6e9a2d4c39def3d9b0937ccf5e73984c2b88c79e
5Kj6AhNFgwEU9aeCXTOy,6,train,images/train/class_6/5Kj6AhNFgwEU9aeCXTOy.png,0.138791,normal,7ede37cdc9c1b82e3d3666958be093cf3d7f1a12294b170572d7ee55543b44ac
5LFfKQjM4c1TNgmrEHpX,6,train,images/train/class_6/5LFfKQjM4c1TNgmrEHpX.png,0.040381,normal,997a353fd6a44fbd1d8b87d37f2f8dbc128fc4779f74246b1dc4634fab710777
5LaoOiqj82w0uQpWzDSf,9,train,images/train/class_9/5LaoOiqj82w0uQpWzDSf.png,0.002263,normal,2487cde6d6e0fc2d86b1b8a8e4c3b6b84f5e8d13b28904a324a15c099a07b2db
5MrYiQtEc4lwyBRWh8GJ,6,test,images/test/class_6/5MrYiQtEc4lwyBRWh8GJ.png,0.047783,normal,f73c4e53bdbcf00bdc36e47f9ac33f2dc77e136aeb3896b74eacc6b50a18b3d3
