epoch,train_accuracy,val_accuracy,train_loss,val_loss,optimization_seconds,train_eval_seconds,val_eval_seconds,cumulative_train_presentations
15,0.7669039145907474,0.675,0.759604871485157,1.0032323837280273,1.5307612999999947,0.6086793999998008,0.12287090000017997,8430
16,0.7419928825622776,0.675,0.7127690281307995,0.9582878430684407,1.5044748000000254,0.5878738999999769,0.13028120000035415,8992
17,0.7829181494661922,0.6583333333333333,0.7408889129068503,0.9975739002227784,1.522348299999976,0.6110100000000784,0.1269680000000335,9554
18,0.8113879003558719,0.675,0.6585251869255961,0.9259088675181071,1.4776563000000351,0.5916428000000451,0.12374999999974534,10116
19,0.802491103202847,0.7083333333333334,0.6463668032473092,0.9128813743591309,1.5010519000002205,0.6092579000001024,0.1403218000000379,10678
20,0.8398576512455516,0.7666666666666667,0.5735333780376937,0.8739219983418782,1.711054299999887,0.6263251999998829,0.13819000000012238,11240
21,0.7651245551601423,0.7,0.6327375059025991,0.9091083844502766,1.6342850000000908,0.6424583000002713,0.13407580000011876,11802
22,0.8701067615658363,0.7666666666666667,0.4995052746606467,0.8162453969319662,1.6080331999996815,0.6425684000000729,0.13302470000007816,12364
23,0.8665480427046264,0.7333333333333333,0.5029109474602967,0.8780656178792318,1.5792519000001448,0.607304699999986,0.1342328999999154,12926
24,0.900355871886121,0.7833333333333333,0.47880902748515175,0.7977960904439291,1.5789638000001105,0.6200745999999526,0.13445390000015323,13488
25,0.891459074733096,0.7833333333333333,0.4195037303870259,0.800560204188029,1.5842126999996253,0.6216551000002255,0.144838400000026,14050
26,0.9252669039145908,0.7833333333333333,0.3723771750290623,0.7385780016581217,1.6711347000000387,0.617147599999953,0.131079199999931,14612
27,0.9092526690391459,0.75,0.35563538337517464,0.7945432106653849,1.5789264000000003,0.6606440000000475,0.13183130000015808,15174
28,0.9163701067615658,0.8083333333333333,0.3258109593306572,0.7437790950139364,1.6207884999998896,0.6604253999998946,0.15217630000006466,15736
29,0.9483985765124555,0.8083333333333333,0.26061340795292975,0.7233002503712972,1.7308766999999534,0.6321606999999858,0.13109540000004927,16298
30,0.9341637010676157,0.7583333333333333,0.275678050899845,0.7809187889099121,1.668672300000253,0.620832099999916,0.14253639999969892,16860
31,0.9537366548042705,0.8,0.22913125613406035,0.6521494309107463,1.6804552999997213,0.7489784999997937,0.15662109999993845,17422
32,0.9377224199288257,0.7666666666666667,0.23098558463235766,0.7080882708231608,1.6263853000000381,0.6405134999999973,0.1342901999996684,17984
33,0.9733096085409253,0.8,0.16743612798507526,0.6848086595535279,1.6198069000001851,0.654593599999771,0.1447006000003057,18546
34,0.9839857651245552,0.8166666666666667,0.15717676462227764,0.6987199465433757,1.6187073000000964,0.6846384000000398,0.14534249999996973,19108
35,0.9768683274021353,0.8083333333333333,0.14614550541304183,0.6793222904205323,1.7127604000002066,0.6621728000000076,0.13788819999990665,19670
36,0.9768683274021353,0.8166666666666667,0.15480203687932567,0.6953097184499105,1.6444455999999263,0.6366143000000193,0.1417319000001953,20232
37,0.9857651245551602,0.8333333333333334,0.12244446930936223,0.622573987642924,1.705239999999776,0.6630721999999878,0.13701850000006743,20794
38,0.9839857651245552,0.8083333333333333,0.11868516321284067,0.6677826086680094,1.7099230000003445,0.7095644999999422,0.1457031999998435,21356
39,0.9804270462633452,0.8333333333333334,0.11901998944129807,0.546287719408671,1.6749303000001419,0.6573984999999993,0.15249420000009195,21918
40,0.9875444839857651,0.8,0.11295102223806958,0.6505176067352295,1.7773379000000205,0.6586442999996507,0.14240390000031766,22480
41,0.9875444839857651,0.7833333333333333,0.10755736717549931,0.7362408717473348,1.7496312000002945,0.6875934999998208,0.13538729999982024,23042
42,0.9857651245551602,0.7916666666666666,0.1025161963764883,0.7054295221964518,1.7333199999998214,0.6716837000003579,0.1421159000001353,23604
43,0.9875444839857651,0.7916666666666666,0.09998132007402033,0.7051088571548462,1.6913463000000775,0.6417674999997871,0.1356514999997671,24166
44,0.9822064056939501,0.8083333333333333,0.11499579521260651,0.7084458669026693,1.6854081999999835,0.667903899999601,0.14375769999969634,24728
45,0.9928825622775801,0.8083333333333333,0.06641979319345061,0.7097358067830404,1.7193935000000238,0.6721704999999929,0.1526985999998942,25290
46,0.99644128113879,0.8166666666666667,0.07216113933040579,0.6944695154825846,1.7458996999998817,0.6662753000000521,0.15272279999999228,25852
47,0.9661921708185054,0.775,0.12434667115533904,0.8225773175557455,1.6743602000001374,0.6240689999999631,0.15251549999993586,26414
48,0.998220640569395,0.8166666666666667,0.06518260249039456,0.7257700363794962,1.580040000000281,0.6349625000002561,0.1395023999998557,26976
49,0.9928825622775801,0.825,0.08401009599509188,0.7300059954325359,1.5766484999999193,0.6176146000002518,0.1364978000001429,27538
50,0.994661921708185,0.8166666666666667,0.06906772359834447,0.6743446985880533,1.5604303999998592,0.6353261999997812,0.1318927000002077,28100
51,0.998220640569395,0.8166666666666667,0.056339115646810295,0.7443962097167969,1.5778543999999783,0.6348777000002883,0.1351673000003757,28662
52,1.0,0.8,0.05623206517450326,0.760630464553833,1.578809199999796,0.5858963000000585,0.13635699999986173,29224
53,1.0,0.8083333333333333,0.05395933275120963,0.6809249957402547,1.534148499999901,0.6158126000000266,0.1285268999999971,29786
54,1.0,0.8166666666666667,0.053632461197435644,0.7327991485595703,1.6169889000002513,0.6404958000002807,0.12752420000015263,30348
55,0.998220640569395,0.8083333333333333,0.050587133792795745,0.662158711751302,1.5437566999999035,0.5888110000000779,0.13107439999976123,30910
56,0.998220640569395,0.8083333333333333,0.047575502951374256,0.6549067258834839,1.5104725000001054,0.5955046000003676,0.12647160000005897,31472
57,1.0,0.8583333333333333,0.04872185585761834,0.6411656220753987,1.5534087999999429,0.6256779999998798,0.13322229999994306,32034
58,1.0,0.825,0.05237871493308994,0.6772893667221069,1.6102441000002727,0.6121827000001758,0.12630399999989095,32596
59,0.998220640569395,0.7916666666666666,0.05885939899288463,0.774881386756897,1.5761569999999665,0.6081982999999127,0.1360650000001442,33158
60,1.0,0.8416666666666667,0.049330397432809196,0.6428905169169108,1.5739032999999836,0.6190833999999086,0.14301660000000993,33720
61,0.998220640569395,0.825,0.04578893443443597,0.6629055658976237,1.584628099999918,0.6130966000000626,0.1296886000000086,34282
62,0.998220640569395,0.8083333333333333,0.043973156777989394,0.692371662457784,1.5212270000001809,0.5925206000001708,0.12799829999994472,34844
63,1.0,0.8333333333333334,0.04236395726000287,0.6390787363052368,1.519941900000049,0.6082467999999608,0.1286033999999745,35406
64,1.0,0.8166666666666667,0.04713769145707643,0.6685506025950114,1.4972211999997853,0.6075052999999571,0.12902800000028947,35968
65,1.0,0.825,0.044424909289621374,0.6555033206939698,1.5307864000001246,0.5858060999998997,0.12470900000016627,36530
66,1.0,0.8416666666666667,0.04594991735292075,0.6877822558085124,1.5539055000003827,0.5969678999999815,0.1302802000000156,37092
67,1.0,0.825,0.042829068636130604,0.6782689491907755,1.5842177999998057,0.6199108000000706,0.13255049999997937,37654
68,1.0,0.8166666666666667,0.046698500253127564,0.6525563875834147,1.568238299999848,0.6175590000002558,0.1323845000001711,38216
69,1.0,0.825,0.04239960794347037,0.6272770325342815,1.5325745000000097,0.5910469999998895,0.12332930000002307,38778
70,1.0,0.8416666666666667,0.04420606044263602,0.6446835438410441,1.4707493999999315,0.5843024999999216,0.12400759999991351,39340
71,1.0,0.8166666666666667,0.044411417216168605,0.6624518950780233,1.5155409999997573,0.6060313999996652,0.13343089999989388,39902
72,1.0,0.8166666666666667,0.043390195246693075,0.6884521881739298,1.5729317999998784,0.6054714000001695,0.13244339999982913,40464
73,1.0,0.8083333333333333,0.04253185877172124,0.6756917556126912,1.5671393000002354,0.5915347000000111,0.12666159999980664,41026
74,1.0,0.8333333333333334,0.04332907503185748,0.665482767422994,1.6034958999998707,0.6262585999998009,0.13016349999998056,41588
75,1.0,0.825,0.04397746825133354,0.6628877560297648,1.6489228000000367,0.6048562000000857,0.12648399999989124,42150
76,1.0,0.8416666666666667,0.04321026526311963,0.6565194765726725,1.5462854999996125,0.6126358999999866,0.1224953999999343,42712
77,1.0,0.8166666666666667,0.044722808637652954,0.6475652058919271,1.5446188000000802,0.6192764999996143,0.13380310000002282,43274
78,1.0,0.825,0.04410289678709363,0.6652591625849406,1.6036156999998639,0.5738774999999805,0.12377900000001318,43836
79,1.0,0.8416666666666667,0.044714074754205885,0.682827361424764,1.476807799999733,0.5686464000000342,0.126904199999899,44398
80,1.0,0.8416666666666667,0.04346145270558015,0.6705340067545573,1.4605584000000817,0.5846271000000343,0.12426869999990231,44960
81,1.0,0.8333333333333334,0.042565525214443005,0.6761022170384725,1.4715282000001935,0.5918715999996493,0.1216191999997136,45522
82,1.0,0.825,0.042449248112817674,0.6727732658386231,1.4673487999998542,0.5714732999999796,0.12266529999988052,46084
83,1.0,0.8333333333333334,0.0437999514074088,0.6671695709228516,1.4958483999998862,0.600443499999983,0.1266780999999355,46646
84,1.0,0.8333333333333334,0.04348990406005832,0.658274793624878,1.5007878999999775,0.585015900000144,0.13571279999996477,47208
85,1.0,0.8333333333333334,0.043848698991897694,0.6644923766454061,1.600865800000065,0.5981587000001127,0.12592009999980291,47770
86,1.0,0.825,0.04376676413512315,0.6630828698476156,1.5212729999998373,0.5926965000003293,0.12795460000006642,48332
87,1.0,0.8333333333333334,0.0430827811095214,0.655034867922465,1.5013984000001983,0.5868014000002404,0.12357320000000982,48894
88,1.0,0.825,0.04309882334967101,0.6565224250157674,1.4984204000002137,0.6011520000001838,0.13136320000012347,49456
89,1.0,0.825,0.04310246135416404,0.6604412873586019,1.5135090999997374,0.5797168000003694,0.12817210000002888,50018
90,1.0,0.825,0.04321791820254614,0.6682054201761881,1.5422889999999825,0.5807316000000355,0.12329529999988154,50580
91,1.0,0.825,0.043333275250268574,0.6728454271952311,1.5181711999998697,0.5869981000000735,0.12872680000009495,51142
92,1.0,0.8333333333333334,0.043328508893790196,0.6717962900797526,1.5375868000000992,0.5896286000001965,0.12772580000000744,51704
93,1.0,0.8166666666666667,0.0433469178201465,0.6696519613265991,1.5231029999999919,0.5905152999998791,0.12298359999977038,52266
94,1.0,0.825,0.0434190981965048,0.6688404719034831,1.4936479000002691,0.5886974000000009,0.13144259999990027,52828
95,1.0,0.825,0.04352867772994941,0.6692987044652303,1.547171900000194,0.5809583000000202,0.12365649999992456,53390
96,1.0,0.825,0.04361495513508753,0.668352460861206,1.4915624000000207,0.5885885000002418,0.12748910000027536,53952
97,1.0,0.825,0.04360433553885735,0.6674256642659505,1.472942200000034,0.5767641000002186,0.1284190999999737,54514
98,1.0,0.825,0.04359216431281745,0.6674315770467122,1.456425599999875,0.5824002999997901,0.12873260000014852,55076
99,1.0,0.825,0.04359687657967157,0.6671072403589885,1.5143065000002025,0.5933076000001165,0.1214589999999589,55638
100,1.0,0.825,0.04359294935477586,0.6669581095377605,1.4634295000000748,0.5826081000000158,0.12557730000025913,56200
